,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,press_compass_status,f_mode,gps_status,vehicle_type,error_flags1,gps_accH
20170727 09:02:42:354,-60,14.4,0.0,9.28,41.65699,-83.60698,1.8660386,true,0,20,-0.36,183.04999,1.68,255,225,245,14,1,5,0,0.35
20170727 09:02:42:407,-45,14.4,0.0,9.19,41.65699,-83.60698,1.8660386,true,0,20,-0.38,183.09,1.74,255,225,245,14,1,5,0,0.35
20170727 09:02:42:455,-53,14.4,0.0,9.12,41.65699,-83.60698,1.8660386,true,0,20,-0.26,183.23001,1.52,255,225,245,14,1,5,0,0.35
20170727 09:02:42:496,-44,14.4,0.0,9.03,41.65699,-83.60698,1.8660386,true,0,20,-0.17,183.35,1.15,255,225,245,14,1,5,0,0.35
20170727 09:02:42:520,0,14.400001,0.0,9.12,41.65699,-83.60698,1.8660386,true,0,20,-0.32999998,183.11002,1.67,255,225,245,14,1,5,0,0.35
20170727 09:02:42:556,-43,14.4,0.0,8.97,41.65699,-83.60698,1.6828845,true,0,20,0.06,183.54999,0.61,255,225,245,14,1,5,0,0.35
20170727 09:02:42:603,-46,14.4,0.0,8.88,41.65699,-83.60698,1.6828845,true,0,20,0.19,183.69,0.29,255,225,245,14,1,5,0,0.35
20170727 09:02:42:622,0,14.400001,0.0,8.97,41.65699,-83.60698,1.6828845,true,0,20,-0.11,183.42001,0.94,255,225,245,14,1,5,0,0.35
20170727 09:02:42:656,-53,14.4,0.0,8.82,41.65699,-83.60698,1.6828845,true,0,20,0.53,183.87,0.03,255,225,245,14,1,5,0,0.35
20170727 09:02:42:678,0,14.400001,0.0,8.82,41.65699,-83.60698,1.6828845,true,0,20,0.28,183.75,0.16,255,225,245,14,1,5,0,0.35
20170727 09:02:42:704,-51,14.4,0.0,8.74,41.65699,-83.60698,1.6828845,true,0,20,0.77,184.01001,0.01,255,225,245,14,1,5,0,0.35
20170727 09:02:42:759,-44,14.4,0.0,8.68,41.65699,-83.60698,1.4857322,true,0,20,1.12,184.18,0.03,255,225,245,14,1,5,0,0.35
20170727 09:02:42:806,-44,14.4,0.0,8.61,41.65699,-83.60698,1.4857322,true,0,20,1.21,184.23999,-0.02,255,225,245,14,1,5,0,0.35
20170727 09:02:42:870,-46,14.4,0.0,8.55,41.65699,-83.60698,1.4857322,true,0,20,1.34,184.39001,-0.18,255,225,245,14,1,5,0,0.35
20170727 09:02:42:892,0,14.400001,0.0,8.55,41.65699,-83.60698,1.4857322,true,0,20,1.24,184.28,-0.089999996,255,225,245,14,1,5,0,0.35
20170727 09:02:42:906,-54,14.4,0.0,8.48,41.65699,-83.60698,1.4857322,true,0,20,1.41,184.5,-0.23,255,225,245,14,1,5,0,0.35
20170727 09:02:42:955,-46,14.4,0.0,8.42,41.65699,-83.60698,1.2717704,true,0,20,1.23,184.6,-0.24,255,225,245,14,1,5,0,0.35
20170727 09:02:43:004,-45,14.4,0.0,8.35,41.65699,-83.60698,1.2717704,true,0,20,1.04,184.57,-0.26,255,225,245,14,1,5,0,0.35
20170727 09:02:43:037,0,14.400001,0.0,8.42,41.65699,-83.60698,1.2717704,true,0,20,1.38,184.55002,-0.24,255,225,245,14,1,5,0,0.35
20170727 09:02:43:055,-50,14.4,0.0,8.31,41.65699,-83.60698,1.2717704,true,0,20,0.71,184.54999,-0.25,255,225,245,14,1,5,0,0.35
20170727 09:02:43:107,-56,14.4,0.0,8.24,41.65699,-83.60698,1.2717704,true,0,20,0.72,184.54999,-0.19,255,225,245,14,1,5,0,0.35
20170727 09:02:43:112,0,14.400001,0.0,8.309999,41.65699,-83.60698,1.2717704,true,0,20,0.93,184.58002,-0.29,255,225,245,14,1,5,0,0.35
20170727 09:02:43:197,-49,14.4,0.0,8.12,41.65699,-83.60698,1.2903488,true,0,20,0.83,184.42001,-0.04,255,225,245,14,1,5,0,0.35
20170727 09:02:43:256,-57,14.4,0.0,8.07,41.65699,-83.60698,1.2903488,true,0,20,1.04,184.35999,0.07,255,225,245,14,1,5,0,0.35
20170727 09:02:43:285,0,14.400001,0.0,8.07,41.65699,-83.60698,1.2903488,true,0,20,0.88,184.41,-0.02,255,225,245,14,1,5,0,0.35
