,fsk_rssi,voltage,current,altitude,latitude,longitude,tas,gps_used,fix_type,satellites_num,roll,yaw,pitch,motor_status,imu_status,press_compass_status,f_mode,gps_status,vehicle_type,error_flags1,gps_accH
20170727 08:56:39:816,-47,14.7,0.0,9.01,41.657005,-83.60693,0.024494898,true,0,20,1.91,4.8600006,-1.29,255,225,245,3,1,5,0,0.45
20170727 08:56:39:837,0,14.7,0.0,9.0199995,41.657005,-83.60693,0.024494898,true,0,20,1.7099999,4.880005,-1.42,255,225,245,3,1,5,0,0.45000002
20170727 08:56:39:884,0,14.7,0.0,9.01,41.657005,-83.60693,0.024494898,true,0,20,1.91,4.8600006,-1.29,255,225,245,3,1,5,0,0.45000002
20170727 08:56:39:901,-44,14.7,0.0,9.01,41.657005,-83.60693,0.024494898,true,0,20,2.01,4.8399963,-0.94,255,225,245,3,1,5,0,0.45
20170727 08:56:39:953,-49,14.7,0.0,9.01,41.657005,-83.60693,0.08306624,true,0,20,2.06,4.8399963,-0.71,255,225,245,3,1,5,0,0.45
20170727 08:56:39:994,-45,14.7,0.0,9.01,41.657005,-83.60693,0.08306624,true,0,20,2.07,4.8499985,-0.64,255,225,245,3,1,5,0,0.45
20170727 08:56:40:066,-49,14.7,0.0,9.02,41.657005,-83.60693,0.08306624,true,0,20,2.05,4.8899994,-0.56,255,225,245,3,1,5,0,0.45
20170727 08:56:40:111,-47,14.7,0.0,9.02,41.657005,-83.60693,0.08306624,true,0,20,2.06,4.9000015,-0.53,255,225,245,3,1,5,0,0.45
20170727 08:56:40:122,0,14.7,0.0,9.01,41.657005,-83.60693,0.08306624,true,0,20,2.04,4.840004,-0.84999996,255,225,245,3,1,5,0,0.45000002
20170727 08:56:40:128,0,14.7,0.0,9.0199995,41.657005,-83.60693,0.08306624,true,0,20,2.06,4.8600006,-0.61,255,225,245,3,1,5,0,0.45000002
20170727 08:56:40:152,-45,14.7,0.0,9.02,41.657005,-83.60693,0.092736185,true,0,20,2.1,4.9100037,-0.54,255,225,245,3,1,5,0,0.45
20170727 08:56:40:192,-45,14.7,0.0,9.02,41.657005,-83.60693,0.092736185,true,0,20,2.18,4.9100037,-0.58,255,225,245,3,1,5,0,0.45
20170727 08:56:40:220,0,14.7,0.0,9.0199995,41.657005,-83.60693,0.092736185,true,0,20,2.06,4.9100037,-0.52,255,225,245,3,1,5,0,0.45000002
20170727 08:56:40:252,-44,14.7,0.0,9.02,41.657005,-83.60693,0.092736185,true,0,20,2.23,4.919998,-0.63,255,225,245,3,1,5,0,0.45
20170727 08:56:40:283,0,14.7,0.0,9.0199995,41.657005,-83.60693,0.092736185,true,0,20,2.2,4.9100037,-0.59,255,225,245,3,1,5,0,0.45000002
20170727 08:56:40:300,-48,14.7,0.0,9.02,41.657005,-83.60693,0.092736185,true,0,20,2.26,4.919998,-0.7,255,225,245,3,1,5,0,0.45
20170727 08:56:40:354,-47,14.7,0.0,9.02,41.657005,-83.60693,0.080622576,true,0,20,2.18,4.919998,-0.78,255,225,245,3,1,5,0,0.45
20170727 08:56:40:394,-49,14.7,0.0,9.02,41.657005,-83.60693,0.080622576,true,0,20,2.07,4.9000015,-0.84,255,225,245,3,1,5,0,0.45
20170727 08:56:40:454,-47,14.7,0.0,9.03,41.657005,-83.60693,0.080622576,true,0,20,1.91,4.8700027,-0.97,255,225,245,3,1,5,0,0.45
20170727 08:56:40:495,-49,14.7,0.0,9.03,41.657005,-83.60693,0.080622576,true,0,20,1.92,4.8499985,-1.09,255,225,245,3,1,5,0,0.45
20170727 08:56:40:549,0,14.7,0.0,9.0199995,41.657005,-83.60693,0.080622576,true,0,20,2.25,4.919998,-0.72999996,255,225,245,3,1,5,0,0.45000002
20170727 08:56:40:591,-46,14.7,0.0,9.03,41.657005,-83.60693,0.09949874,true,0,20,1.94,4.8099976,-1.35,255,225,245,3,1,5,0,0.45
20170727 08:56:40:621,0,14.7,0.0,9.0199995,41.657005,-83.60693,0.09949874,true,0,20,1.92,4.840004,-1.16,255,225,245,3,1,5,0,0.45000002
20170727 08:56:40:652,-47,14.7,0.0,9.03,41.657005,-83.60693,0.09949874,true,0,20,1.92,4.8099976,-1.42,255,225,245,3,1,5,0,0.45
20170727 08:56:40:683,0,14.7,0.0,9.03,41.657005,-83.60693,0.09949874,true,0,20,1.9499999,4.810005,-1.39,255,225,245,3,1,5,0,0.45000002
20170727 08:56:40:698,-45,14.7,0.0,9.03,41.657005,-83.60693,0.09949874,true,0,20,1.9,4.800003,-1.43,255,225,245,3,1,5,0,0.45
20170727 08:56:40:755,-45,14.7,0.0,9.03,41.657005,-83.60693,0.09695359,true,0,20,1.86,4.7699966,-1.4,255,225,245,3,1,5,0,0.45
20170727 08:56:40:793,-47,14.7,0.0,9.02,41.657005,-83.60693,0.09695359,true,0,20,1.85,4.739998,-1.35,255,225,245,3,1,5,0,0.45
20170727 08:56:40:854,-49,14.7,0.0,9.02,41.657005,-83.60693,0.09695359,true,0,20,1.86,4.699997,-1.34,255,225,245,3,1,5,0,0.45
20170727 08:56:40:886,0,14.7,0.0,9.03,41.657005,-83.60693,0.09695359,true,0,20,1.89,4.790001,-1.42,255,225,245,3,1,5,0,0.45000002
20170727 08:56:40:900,-48,14.7,0.0,9.02,41.657005,-83.60693,0.09695359,true,0,20,1.87,4.6900024,-1.33,255,225,245,3,1,5,0,0.45
20170727 08:56:40:905,0,14.7,0.0,9.0199995,41.657005,-83.60693,0.09695359,true,0,20,1.86,4.7300034,-1.35,255,225,245,3,1,5,0,0.45000002
20170727 08:56:40:955,-48,14.7,0.0,9.02,41.657005,-83.60693,0.044721358,true,0,20,1.9,4.669998,-1.32,255,225,245,3,1,5,0,0.45
20170727 08:56:40:995,-45,14.7,0.0,9.02,41.657005,-83.60693,0.044721358,true,0,20,1.85,4.6399994,-1.3,255,225,245,3,1,5,0,0.45
20170727 08:56:41:031,0,14.7,0.0,9.0199995,41.657005,-83.60693,0.044721358,true,0,20,1.88,4.6800003,-1.3299999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:41:064,-49,14.7,0.0,9.02,41.657005,-83.60693,0.044721358,true,0,20,1.8,4.6100006,-1.26,255,225,245,3,1,5,0,0.45
20170727 08:56:41:117,-47,14.7,0.0,9.02,41.657005,-83.60693,0.044721358,true,0,20,1.76,4.6100006,-1.17,255,225,245,3,1,5,0,0.45
20170727 08:56:41:131,0,14.7,0.0,9.0199995,41.657005,-83.60693,0.044721358,true,0,20,1.8299999,4.630005,-1.29,255,225,245,3,1,5,0,0.45000002
20170727 08:56:41:163,-48,14.7,0.0,9.03,41.657005,-83.60693,0.0728011,true,0,20,1.68,4.5999985,-1.02,255,225,245,3,1,5,0,0.45
20170727 08:56:41:196,-47,14.7,0.0,9.03,41.657005,-83.60693,0.0728011,true,0,20,1.57,4.580002,-0.96,255,225,245,3,1,5,0,0.45
20170727 08:56:41:263,-47,14.7,0.0,9.03,41.657005,-83.60693,0.0728011,true,0,20,1.42,4.550003,-0.83,255,225,245,3,1,5,0,0.45
20170727 08:56:41:287,0,14.7,0.0,9.03,41.657005,-83.60693,0.0728011,true,0,20,1.74,4.6100006,-1.11,255,225,245,3,1,5,0,0.45000002
20170727 08:56:41:302,-49,14.7,0.0,9.03,41.657005,-83.60693,0.0728011,true,0,20,1.38,4.540001,-0.82,255,225,245,3,1,5,0,0.45
20170727 08:56:41:314,0,14.7,0.0,9.03,41.657005,-83.60693,0.0728011,true,0,20,1.5,4.5699997,-0.90999997,255,225,245,3,1,5,0,0.45000002
20170727 08:56:41:353,-46,14.7,0.0,9.03,41.657005,-83.60693,0.048989795,true,0,20,1.41,4.5,-0.88,255,225,245,3,1,5,0,0.45
20170727 08:56:41:393,-49,14.7,0.0,9.03,41.657005,-83.60693,0.048989795,true,0,20,1.43,4.5,-0.94,255,225,245,3,1,5,0,0.45
20170727 08:56:41:454,-46,14.7,0.0,9.03,41.657005,-83.60693,0.048989795,true,0,20,1.51,4.4800034,-1.05,255,225,245,3,1,5,0,0.45
20170727 08:56:41:497,-49,14.7,0.0,9.03,41.657005,-83.60693,0.048989795,true,0,20,1.58,4.489998,-1.12,255,225,245,3,1,5,0,0.45
20170727 08:56:41:543,0,14.7,0.0,9.03,41.657005,-83.60693,0.048989795,true,0,20,1.4,4.529999,-0.83,255,225,245,3,1,5,0,0.45000002
20170727 08:56:41:563,0,14.7,0.0,9.03,41.657005,-83.60693,0.048989795,true,0,20,1.4599999,4.5,-0.98999995,255,225,245,3,1,5,0,0.45000002
20170727 08:56:41:576,-45,14.7,0.0,9.03,41.657005,-83.60693,0.06928203,true,0,20,1.79,4.529999,-1.22,255,225,245,3,1,5,0,0.45
20170727 08:56:41:595,-49,14.7,0.0,9.03,41.657005,-83.60693,0.06928203,true,0,20,1.94,4.5699997,-1.24,255,225,245,3,1,5,0,0.45
20170727 08:56:41:663,-45,14.7,0.0,9.03,41.657005,-83.60693,0.06928203,true,0,20,2.19,4.6100006,-1.32,255,225,245,3,1,5,0,0.45
20170727 08:56:41:695,0,14.7,0.0,9.03,41.657005,-83.60693,0.06928203,true,0,20,1.64,4.510002,-1.16,255,225,245,3,1,5,0,0.45000002
20170727 08:56:41:701,-45,14.7,0.0,9.03,41.657005,-83.60693,0.06928203,true,0,20,2.35,4.6299973,-1.31,255,225,245,3,1,5,0,0.45
20170727 08:56:41:715,0,14.7,0.0,9.03,41.657005,-83.60693,0.06928203,true,0,20,2.02,4.580002,-1.26,255,225,245,3,1,5,0,0.45000002
20170727 08:56:41:762,-44,14.7,0.0,9.02,41.657005,-83.60693,0.06928203,true,0,20,2.53,4.699997,-1.27,255,225,245,3,1,5,0,0.45
20170727 08:56:41:794,-46,14.7,0.0,9.02,41.657005,-83.60693,0.06928203,true,0,20,2.57,4.75,-1.17,255,225,245,3,1,5,0,0.45
20170727 08:56:41:820,0,14.7,0.0,9.0199995,41.657005,-83.60693,0.06928203,true,0,20,2.4199998,4.6500015,-1.3,255,225,245,3,1,5,0,0.45000002
20170727 08:56:41:880,0,14.7,0.0,9.0199995,41.657005,-83.60693,0.06928203,true,0,20,2.55,4.7700043,-1.12,255,225,245,3,1,5,0,0.45000002
20170727 08:56:41:896,-43,14.7,0.0,9.01,41.657005,-83.60693,0.06928203,true,0,20,2.34,4.8799973,-0.84,255,225,245,3,1,5,0,0.45
20170727 08:56:41:955,-47,14.7,0.0,9.01,41.657005,-83.60693,0.10677078,true,0,20,2.09,4.989998,-0.63,255,225,245,3,1,5,0,0.45
20170727 08:56:41:995,-43,14.7,0.0,9.01,41.657005,-83.60693,0.10677078,true,0,20,1.9,5.050003,-0.49,255,225,245,3,1,5,0,0.45
20170727 08:56:42:057,-46,14.7,0.0,9.01,41.657005,-83.60693,0.10677078,true,0,20,1.74,5.1100006,-0.31,255,225,245,3,1,5,0,0.45
20170727 08:56:42:123,0,14.7,0.0,9.01,41.657005,-83.60693,0.10677078,true,0,20,2.26,4.919998,-0.76,255,225,245,3,1,5,0,0.45000002
20170727 08:56:42:128,-46,14.7,0.0,9.02,41.657005,-83.60693,0.14798649,true,0,20,1.74,5.1600037,-0.13,255,225,245,3,1,5,0,0.45
20170727 08:56:42:146,0,14.7,0.0,9.01,41.657005,-83.60693,0.10677078,true,0,20,1.8199999,5.0699997,-0.42999998,255,225,245,3,1,5,0,0.45000002
20170727 08:56:42:179,-45,14.7,0.0,9.02,41.657005,-83.60693,0.13379088,true,0,20,1.76,5.199997,0.04,255,225,245,3,1,5,0,0.45
20170727 08:56:42:219,-45,14.7,0.0,9.02,41.657005,-83.60693,0.13379088,true,0,20,1.72,5.25,0.2,255,225,245,3,1,5,0,0.45
20170727 08:56:42:235,0,14.7,0.0,9.0199995,41.657005,-83.60693,0.13379088,true,0,20,1.74,5.1600037,-0.13,255,225,245,3,1,5,0,0.45000002
20170727 08:56:42:277,-45,14.7,0.0,9.03,41.657005,-83.60693,0.13379088,true,0,20,1.74,5.3399963,0.38,255,225,245,3,1,5,0,0.45
20170727 08:56:42:281,0,14.7,0.0,9.03,41.657005,-83.60693,0.13379088,true,0,20,1.7199999,5.25,0.19999999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:42:319,-43,14.7,0.0,9.04,41.657005,-83.60693,0.09055385,true,0,20,1.8,5.3899994,0.44,255,225,245,3,1,5,0,0.45
20170727 08:56:42:377,-45,14.7,0.0,9.04,41.657005,-83.60693,0.08774964,true,0,20,1.84,5.4400024,0.22,255,225,245,3,1,5,0,0.45
20170727 08:56:42:418,-44,14.7,0.0,9.04,41.657005,-83.60693,0.08774964,true,0,20,1.87,5.449997,0.0,255,225,245,3,1,5,0,0.45
20170727 08:56:42:480,-44,14.7,0.0,9.05,41.657005,-83.60693,0.08774964,true,0,20,1.78,5.489998,-0.29,255,225,245,3,1,5,0,0.45
20170727 08:56:42:544,0,14.7,0.0,9.04,41.657005,-83.60693,0.08774964,true,0,20,1.8,5.3899994,0.44,255,225,245,3,1,5,0,0.45000002
20170727 08:56:42:549,-42,14.7,0.0,9.07,41.657005,-83.60693,2.5425577,true,0,20,1.78,5.5,-0.52,255,225,245,3,1,5,0,0.45
20170727 08:56:42:578,-43,14.7,0.0,9.1,41.657005,-83.60693,0.128841,true,0,20,1.78,5.5199966,-0.88,255,225,245,3,1,5,0,0.45
20170727 08:56:42:615,-41,14.7,0.0,9.12,41.657005,-83.60693,0.128841,true,0,20,1.81,5.5199966,-1.18,255,225,245,3,1,5,0,0.45
20170727 08:56:42:628,0,14.7,0.0,9.07,41.657005,-83.60693,0.12884098,true,0,20,1.78,5.5,-0.52,255,225,245,3,1,5,0,0.45000002
20170727 08:56:42:672,0,14.7,0.0,9.139999,41.657005,-83.60693,0.12884098,true,0,20,1.81,5.5200043,-1.18,255,225,245,3,1,5,0,0.45000002
20170727 08:56:42:693,-45,14.7,0.0,9.17,41.657005,-83.60693,0.128841,true,0,20,1.81,5.5,-1.57,255,225,245,3,1,5,0,0.45
20170727 08:56:42:725,-46,14.7,0.0,9.2,41.657005,-83.60693,0.7923384,true,0,20,1.84,5.449997,-1.79,255,225,245,3,1,5,0,0.45
20170727 08:56:42:776,-43,14.7,0.0,9.25,41.657005,-83.60693,0.7951729,true,0,20,1.89,5.419998,-1.93,255,225,245,3,1,5,0,0.45
20170727 08:56:42:815,-43,14.7,0.0,9.29,41.657005,-83.60693,0.7951729,true,0,20,1.85,5.3899994,-1.95,255,225,245,3,1,5,0,0.45
20170727 08:56:42:876,-42,14.7,0.0,9.35,41.657005,-83.60693,0.7951729,true,0,20,1.8,5.330002,-1.9,255,225,245,3,1,5,0,0.45
20170727 08:56:42:896,0,14.7,0.0,9.22,41.657005,-83.60693,0.79517287,true,0,20,1.8399999,5.4500046,-1.79,255,225,245,3,1,5,0,0.45000002
20170727 08:56:42:912,0,14.7,0.0,9.309999,41.657005,-83.60693,0.79517287,true,0,20,1.8499999,5.3899994,-1.9499999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:42:926,-49,14.7,0.0,9.39,41.657005,-83.60693,2.6404924,true,0,20,1.78,5.279999,-1.83,255,225,245,3,1,5,0,0.45
20170727 08:56:42:978,-44,14.7,0.0,9.44,41.657005,-83.60693,0.9342912,true,0,20,1.79,5.1800003,-1.69,255,225,245,3,1,5,0,0.45
20170727 08:56:43:019,-46,14.7,0.0,9.46,41.657005,-83.60693,0.9342912,true,0,20,1.8,5.1299973,-1.58,255,225,245,3,1,5,0,0.45
20170727 08:56:43:043,0,14.7,0.0,9.4,41.657005,-83.60693,0.9342912,true,0,20,1.78,5.279999,-1.8299999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:43:110,-45,14.7,0.0,9.5,41.657005,-83.60693,0.9342912,true,0,20,1.86,5.050003,-1.37,255,225,245,3,1,5,0,0.45
20170727 08:56:43:126,0,14.7,0.0,9.469999,41.657005,-83.60693,0.9342912,true,0,20,1.8,5.130005,-1.5799999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:43:130,-43,14.7,0.0,9.52,41.657005,-83.60693,2.6025565,true,0,20,1.92,5.010002,-1.2,255,225,245,3,1,5,0,0.45
20170727 08:56:43:194,-45,14.7,0.0,9.52,41.657005,-83.60693,2.6025565,true,0,20,2.15,4.959999,-0.84,255,225,245,3,1,5,0,0.45
20170727 08:56:43:258,-48,14.7,0.0,9.57,41.657005,-83.60693,0.6515366,true,0,20,2.23,4.9000015,-0.65,255,225,245,3,1,5,0,0.45
20170727 08:56:43:281,0,14.7,0.0,9.53,41.657005,-83.60693,0.6515366,true,0,20,1.92,5.010002,-1.1999999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:43:298,-43,14.7,0.0,9.59,41.657005,-83.60693,0.6515366,true,0,20,2.21,4.8700027,-0.58,255,225,245,3,1,5,0,0.45
20170727 08:56:43:303,0,14.7,0.0,9.57,41.657005,-83.60693,0.6515366,true,0,20,2.19,4.9300003,-0.76,255,225,245,3,1,5,0,0.45000002
20170727 08:56:43:357,-45,14.7,0.0,9.6,41.657005,-83.60693,0.33136085,true,0,20,2.16,4.8499985,-0.5,255,225,245,3,1,5,0,0.45
20170727 08:56:43:407,-44,14.7,0.0,9.61,41.657005,-83.60693,0.33136085,true,0,20,2.1,4.8499985,-0.45,255,225,245,3,1,5,0,0.45
20170727 08:56:43:474,-44,14.7,0.0,9.62,41.657005,-83.60693,0.33136085,true,0,20,2.0,4.8399963,-0.5,255,225,245,3,1,5,0,0.45
20170727 08:56:43:507,-49,14.7,0.0,9.63,41.657005,-83.60693,0.33136085,true,0,20,1.91,4.8499985,-0.58,255,225,245,3,1,5,0,0.45
20170727 08:56:43:547,0,14.7,0.0,9.599999,41.657005,-83.60693,0.33136082,true,0,20,2.2,4.8600006,-0.56,255,225,245,3,1,5,0,0.45000002
20170727 08:56:43:558,0,14.7,0.0,9.62,41.657005,-83.60693,0.33136082,true,0,20,2.07,4.8499985,-0.45,255,225,245,3,1,5,0,0.45000002
20170727 08:56:43:563,-49,14.7,0.0,9.63,41.657005,-83.60693,0.1933908,true,0,20,1.85,4.8399963,-0.79,255,225,245,3,1,5,0,0.45
20170727 08:56:43:607,-49,14.7,0.0,9.64,41.657005,-83.60693,0.1933908,true,0,20,1.75,4.8399963,-0.92,255,225,245,3,1,5,0,0.45
20170727 08:56:43:659,-44,14.7,0.0,9.65,41.657005,-83.60693,0.1933908,true,0,20,1.64,4.8499985,-1.04,255,225,245,3,1,5,0,0.45
20170727 08:56:43:694,0,14.7,0.0,9.63,41.657005,-83.60693,0.1933908,true,0,20,1.9,4.840004,-0.64,255,225,245,3,1,5,0,0.45000002
20170727 08:56:43:698,0,14.7,0.0,9.65,41.657005,-83.60693,0.1933908,true,0,20,1.7199999,4.8499985,-0.97999996,255,225,245,3,1,5,0,0.45000002
20170727 08:56:43:709,-48,14.7,0.0,9.66,41.657005,-83.60693,0.1933908,true,0,20,1.48,4.8199997,-1.02,255,225,245,3,1,5,0,0.45
20170727 08:56:43:761,-48,14.7,0.0,9.68,41.657005,-83.60693,0.19235384,true,0,20,1.31,4.790001,-0.95,255,225,245,3,1,5,0,0.45
20170727 08:56:43:823,-45,14.7,0.0,9.71,41.657005,-83.60693,0.19235384,true,0,20,1.13,4.800003,-0.84,255,225,245,3,1,5,0,0.45
20170727 08:56:43:828,0,14.7,0.0,9.679999,41.657005,-83.60693,0.19235384,true,0,20,1.42,4.810005,-1.0,255,225,245,3,1,5,0,0.45000002
20170727 08:56:43:872,0,14.7,0.0,9.74,41.657005,-83.60693,0.19235384,true,0,20,1.13,4.800003,-0.84,255,225,245,3,1,5,0,0.45000002
20170727 08:56:43:890,-51,14.7,0.0,9.77,41.657005,-83.60693,0.19235384,true,0,20,0.91,4.8099976,-0.79,255,225,245,3,1,5,0,0.45
20170727 08:56:43:923,-46,14.7,0.0,9.8,41.657005,-83.60693,0.7206941,true,0,20,0.84,4.830002,-0.82,255,225,245,3,1,5,0,0.45
20170727 08:56:43:976,-45,14.7,0.0,9.86,41.657005,-83.60693,0.7225649,true,0,20,0.79,4.8799973,-0.91,255,225,245,3,1,5,0,0.45
20170727 08:56:44:019,-49,14.7,0.0,9.91,41.657005,-83.60693,0.7225649,true,0,20,0.77,4.9300003,-1.05,255,225,245,3,1,5,0,0.45
20170727 08:56:44:109,-45,14.7,0.0,9.97,41.657005,-83.60693,0.7225649,true,0,20,0.92,5.0199966,-1.2,255,225,245,3,1,5,0,0.45
20170727 08:56:44:124,0,14.7,0.0,9.82,41.657005,-83.60693,0.7225649,true,0,20,0.84,4.830002,-0.82,255,225,245,3,1,5,0,0.45000002
20170727 08:56:44:130,0,14.7,0.0,9.929999,41.657005,-83.60693,0.7225649,true,0,20,0.77,4.9300003,-1.05,255,225,245,3,1,5,0,0.45000002
20170727 08:56:44:137,-45,14.7,0.0,10.02,41.657005,-83.60693,1.2041595,true,0,20,1.06,5.0599976,-1.27,255,225,245,3,1,5,0,0.45
20170727 08:56:44:189,-46,14.7,0.0,10.02,41.657005,-83.60693,1.2041595,true,0,20,1.31,5.1600037,-1.35,255,225,245,3,1,5,0,0.45
20170727 08:56:44:222,-43,14.7,0.0,10.16,41.657005,-83.60693,1.2076838,true,0,20,1.39,5.209999,-1.42,255,225,245,3,1,5,0,0.45
20170727 08:56:44:227,0,14.7,0.0,10.05,41.657005,-83.60693,1.2076837,true,0,20,1.06,5.060005,-1.27,255,225,245,3,1,5,0,0.45000002
20170727 08:56:44:270,0,14.7,0.0,10.19,41.657005,-83.60693,1.2076837,true,0,20,1.39,5.209999,-1.42,255,225,245,3,1,5,0,0.45000002
20170727 08:56:44:306,-43,14.7,0.0,10.27,41.657005,-83.60693,1.2076838,true,0,20,1.51,5.300003,-1.5,255,225,245,3,1,5,0,0.45
20170727 08:56:44:358,-44,14.7,0.0,10.32,41.657005,-83.60693,1.2001667,true,0,20,1.55,5.3600006,-1.54,255,225,245,3,1,5,0,0.45
20170727 08:56:44:398,-42,14.7,0.0,10.41,41.657005,-83.60693,1.2001667,true,0,20,1.52,5.3700027,-1.53,255,225,245,3,1,5,0,0.45
20170727 08:56:44:499,-43,14.7,0.0,10.54,41.657005,-83.60693,1.2001667,true,0,20,1.69,5.419998,-1.36,255,225,245,3,1,5,0,0.45
20170727 08:56:44:545,0,14.7,0.0,10.32,41.657005,-83.60693,1.2001666,true,0,20,1.53,5.330002,-1.52,255,225,245,3,1,5,0,0.45000002
20170727 08:56:44:561,-47,14.7,0.0,10.6,41.657005,-83.60693,1.4505517,true,0,20,1.89,5.4100037,-1.26,255,225,245,3,1,5,0,0.45
20170727 08:56:44:604,-43,14.7,0.0,10.69,41.657005,-83.60693,1.4505517,true,0,20,2.0,5.419998,-1.19,255,225,245,3,1,5,0,0.45
20170727 08:56:44:637,0,14.7,0.0,10.599999,41.657005,-83.60693,1.4505515,true,0,20,1.75,5.419998,-1.3199999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:44:672,-43,14.7,0.0,10.75,41.657005,-83.60693,1.4505517,true,0,20,2.14,5.4400024,-1.09,255,225,245,3,1,5,0,0.45
20170727 08:56:44:689,0,14.7,0.0,10.75,41.657005,-83.60693,1.4505515,true,0,20,2.05,5.419998,-1.16,255,225,245,3,1,5,0,0.45000002
20170727 08:56:44:705,-42,14.7,0.0,10.84,41.657005,-83.60693,1.4505517,true,0,20,2.18,5.459999,-1.01,255,225,245,3,1,5,0,0.45
20170727 08:56:44:770,-43,14.7,0.0,10.91,41.657005,-83.60693,1.5247623,true,0,20,2.24,5.470001,-0.91,255,225,245,3,1,5,0,0.45
20170727 08:56:44:877,0,14.7,0.0,10.91,41.657005,-83.60693,1.5247623,true,0,20,2.18,5.459999,-0.96999997,255,225,245,3,1,5,0,0.45000002
20170727 08:56:44:897,0,14.7,0.0,11.059999,41.657005,-83.60693,1.5247623,true,0,20,2.33,5.510002,-0.77,255,225,245,3,1,5,0,0.45000002
20170727 08:56:45:020,0,14.7,0.0,11.23,41.657005,-83.60693,1.6435632,true,0,20,2.46,5.5200043,-0.63,255,225,245,3,1,5,0,0.45000002
20170727 08:56:45:116,0,14.7,0.0,11.389999,41.657005,-83.60693,1.6435632,true,0,20,2.51,5.4500046,-0.62,255,225,245,3,1,5,0,0.45000002
20170727 08:56:45:138,-46,14.7,0.0,11.06,41.657005,-83.60693,3.0876691,true,0,20,2.3,5.3199997,-0.65,255,225,245,3,1,5,0,0.45
20170727 08:56:45:258,-47,14.7,0.0,11.7,41.657005,-83.60693,1.7424408,true,0,20,2.08,5.1800003,-0.74,255,225,245,3,1,5,0,0.45
20170727 08:56:45:292,0,14.7,0.0,11.54,41.657005,-83.60693,1.7424408,true,0,20,2.3,5.3199997,-0.65,255,225,245,3,1,5,0,0.45000002
20170727 08:56:45:300,0,14.7,0.0,11.7,41.657005,-83.60693,1.7424408,true,0,20,2.1,5.2000046,-0.7,255,225,245,3,1,5,0,0.45000002
20170727 08:56:45:313,-53,14.7,0.0,11.79,41.657005,-83.60693,1.7424408,true,0,20,2.02,5.1500015,-0.79,255,225,245,3,1,5,0,0.45
20170727 08:56:45:360,-43,14.7,0.0,11.86,41.657005,-83.60693,1.652725,true,0,20,1.9,5.1100006,-0.86,255,225,245,3,1,5,0,0.45
20170727 08:56:45:402,-45,14.7,0.0,11.95,41.657005,-83.60693,1.652725,true,0,20,1.82,5.0899963,-0.89,255,225,245,3,1,5,0,0.45
20170727 08:56:45:539,-51,14.7,0.0,12.01,41.657005,-83.60693,1.6125445,true,0,20,1.75,4.959999,-1.16,255,225,245,3,1,5,0,0.45
20170727 08:56:45:554,0,14.7,0.0,11.86,41.657005,-83.60693,1.652725,true,0,20,1.9799999,5.1399994,-0.82,255,225,245,3,1,5,0,0.45000002
20170727 08:56:45:559,0,14.7,0.0,12.009999,41.657005,-83.60693,1.652725,true,0,20,1.79,5.0699997,-0.91999996,255,225,245,3,1,5,0,0.45000002
20170727 08:56:45:686,-47,14.7,0.0,12.38,41.657005,-83.60693,1.6212033,true,0,20,1.9,4.8099976,-1.56,255,225,245,3,1,5,0,0.45
20170727 08:56:45:706,0,14.7,0.0,12.16,41.657005,-83.60693,1.6212033,true,0,20,1.75,4.959999,-1.16,255,225,245,3,1,5,0,0.45000002
20170727 08:56:45:713,0,14.7,0.0,12.32,41.657005,-83.60693,1.6212033,true,0,20,1.8399999,4.8700027,-1.41,255,225,245,3,1,5,0,0.45000002
20170727 08:56:45:759,-49,14.7,0.0,12.47,41.657005,-83.60693,1.6998235,true,0,20,1.96,4.75,-1.78,255,225,245,3,1,5,0,0.45
20170727 08:56:45:800,-45,14.7,0.0,12.56,41.657005,-83.60693,1.6998235,true,0,20,1.92,4.7300034,-1.87,255,225,245,3,1,5,0,0.45
20170727 08:56:45:834,0,14.7,0.0,12.469999,41.657005,-83.60693,1.6998235,true,0,20,1.9699999,4.779999,-1.66,255,225,245,3,1,5,0,0.45000002
20170727 08:56:45:872,0,14.7,0.0,12.62,41.657005,-83.60693,1.6998235,true,0,20,1.9,4.720001,-1.91,255,225,245,3,1,5,0,0.45000002
20170727 08:56:46:122,0,14.7,0.0,12.79,41.657005,-83.60693,1.7795786,true,0,20,1.76,4.7300034,-2.1299999,255,225,245,3,1,5,0,0.45000002
20170727 08:56:46:135,0,14.7,0.0,12.95,41.657005,-83.60693,1.7795786,true,0,20,1.5699999,4.779999,-2.4099998,255,225,245,3,1,5,0,0.45000002
20170727 08:56:46:185,-49,14.7,0.0,12.62,41.657005,-83.60693,1.8092263,true,0,20,1.28,4.9100037,-2.67,255,225,245,3,1,5,0,0.45
20170727 08:56:46:218,0,14.7,0.0,13.11,41.657005,-83.60693,1.8056854,true,0,20,1.36,4.840004,-2.6299999,255,225,245,3,1,5,0,0.45000002
